"Item Type","Product Name","Product Type","Product Code/SKU","Bin Picking Number","Brand Name","Option Set","Option Set Align","Product Description",Price,"Cost Price","Retail Price","Sale Price","Fixed Shipping Cost","Free Shipping","Product Warranty","Product Weight","Product Width","Product Height","Product Depth","Allow Purchases?","Product Visible?","Product Availability","Track Inventory","Current Stock Level","Low Stock Level",Category,"Product Image File - 1","Product Image Is Thumbnail - 1","Product Image File - 2","Product Image Is Thumbnail - 2","Product Image File - 3","Product Image Is Thumbnail - 3","Search Keywords","Page Title","META Keywords","META Description","Product Condition","Show Product Condition?","Sort Order","Product Tax Class","Product UPC/EAN","Stop Processing Rules","Product URL","Redirect Old URL?","GPS Global Trade Item Number","GPS Manufacturer Part Number","GPS Gender","GPS Age Group","GPS Color","GPS Size","GPS Material","GPS Pattern","GPS Item Group ID","GPS Category","GPS Enabled","Tax Provider Tax Code","Product Custom Fields"
Product,"Aircast XP (Extra Pneumatic) Walker Brace/Walking Boot Medium",P," "," "," "," ",Right,https://www.ebay.com/itm/225710975451?hash=item348d6c29db:g:3LYAAOSwz2tkzr6E,0,157.99,0,0,0,Y,"6 Month Replacement Warranty",7,0,0,0,Y,Y,"Usually Ships in 1-2 Business Days",none,0,0,"Laboratory Equipment/ Lab 2",https://i.ebayimg.com/images/g/3LYAAOSwz2tkzr6E/s-l1600.jpg," ",https://i.ebayimg.com/thumbs/images/g/nuMAAOSwQ2Vkzr6G/s-l225.jpg,Y,https://i.ebayimg.com/thumbs/images/g/GXkAAOSw4vRkzr6I/s-l225.jpg," "," "," "," "," ",NEW,Y,0,"Default Tax Class"," ",N," "," "," "," "," "," "," "," "," "," "," "," ",N," "," "
Product,"Withings/Nokia Body Cardio – Heart Health & Body Composition Digital Wi-Fi Sc...",P," "," "," "," ",Right,https://www.ebay.com/itm/224444053411?hash=item3441e877a3:g:KbUAAOSwGAxf1c-W,0,204.99,0,0,0,Y,"6 Month Replacement Warranty",7,0,0,0,Y,Y,"Usually Ships in 1-2 Business Days",none,0,0,"Laboratory Equipment/ Lab 2",https://i.ebayimg.com/images/g/KbUAAOSwGAxf1c-W/s-l1600.jpg," ",https://i.ebayimg.com/thumbs/images/g/QLsAAOSwsI1f1c-Y/s-l225.jpg,Y,https://i.ebayimg.com/thumbs/images/g/p4wAAOSwtllf1c-b/s-l225.jpg," "," "," "," "," ",NEW,Y,0,"Default Tax Class"," ",N," "," "," "," "," "," "," "," "," "," "," "," ",N," "," "
Product,"HealthSmart Rollator Walker with Seat and Backrest, Adjustable Handle Height,...",P," "," "," "," ",Right,https://www.ebay.com/itm/224443957813?hash=item3441e70235:g:aVIAAOSwPcNe~8Em,0,153.99,0,0,0,Y,"6 Month Replacement Warranty",7,0,0,0,Y,Y,"Usually Ships in 1-2 Business Days",none,0,0,"Laboratory Equipment/ Lab 2",https://i.ebayimg.com/images/g/aVIAAOSwPcNe~8Em/s-l1600.jpg," ",https://i.ebayimg.com/thumbs/images/g/V9wAAOSwride~8Ep/s-l225.jpg,Y,https://i.ebayimg.com/thumbs/images/g/B7sAAOSwzYJe~8Er/s-l225.jpg," "," "," "," "," ",NEW,Y,0,"Default Tax Class"," ",N," "," "," "," "," "," "," "," "," "," "," "," ",N," "," "
Product,"SierraComfort Basic Portable Massage Table, Black",P," "," "," "," ",Right,https://www.ebay.com/itm/224445082055?hash=item3441f829c7:g:wqMAAOSwHxZfZmn0,0,193.99,0,0,0,Y,"6 Month Replacement Warranty",7,0,0,0,Y,Y,"Usually Ships in 1-2 Business Days",none,0,0,"Laboratory Equipment/ Lab 2",https://i.ebayimg.com/images/g/wqMAAOSwHxZfZmn0/s-l1600.jpg," ",https://i.ebayimg.com/thumbs/images/g/GmMAAOSwiS9fZmn3/s-l225.jpg,Y,https://i.ebayimg.com/thumbs/images/g/J9oAAOSwqqNfZmn7/s-l225.jpg," "," "," "," "," ",NEW,Y,0,"Default Tax Class"," ",N," "," "," "," "," "," "," "," "," "," "," "," ",N," "," "
Product,"Withings BPM Connect - Wi-Fi Smart Blood Pressure Monitor New Version",P," "," "," "," ",Right,https://www.ebay.com/itm/224255325359?hash=item3436a8b4af:g:INQAAOSw6gde~8oG,0,157.99,0,0,0,Y,"6 Month Replacement Warranty",7,0,0,0,Y,Y,"Usually Ships in 1-2 Business Days",none,0,0,"Laboratory Equipment/ Lab 2",https://i.ebayimg.com/images/g/INQAAOSw6gde~8oG/s-l1600.jpg," ",https://i.ebayimg.com/thumbs/images/g/BSoAAOSwkOVe~8oJ/s-l225.jpg,Y,https://i.ebayimg.com/thumbs/images/g/LQwAAOSw54Be~8oM/s-l225.jpg," "," "," "," "," ",NEW,Y,0,"Default Tax Class"," ",N," "," "," "," "," "," "," "," "," "," "," "," ",N," "," "
Product,"Miko Shiatsu Foot Massager With Deep-Kneading, Multi-Level Settings, And Swit...",P," "," "," "," ",Right,https://www.ebay.com/itm/224443939206?hash=item3441e6b986:g:qVMAAOSw1fJb2pit,0,157.99,0,0,0,Y,"6 Month Replacement Warranty",7,0,0,0,Y,Y,"Usually Ships in 1-2 Business Days",none,0,0,"Laboratory Equipment/ Lab 2",https://i.ebayimg.com/images/g/qVMAAOSw1fJb2pit/s-l1600.jpg," ",https://i.ebayimg.com/thumbs/images/g/4toAAOSwC~Bb2pix/s-l225.jpg,Y,https://i.ebayimg.com/thumbs/images/g/iHoAAOSw175b2pi2/s-l225.jpg," "," "," "," "," ",NEW,Y,0,"Default Tax Class"," ",N," "," "," "," "," "," "," "," "," "," "," "," ",N," "," "
Product,"Able Life Space Saver Rollator, Lightweight Folding Mobility Rolling Walker f...",P," "," "," "," ",Right,https://www.ebay.com/itm/225486720223?hash=item34800e4cdf:g:uY8AAOSw~UFkFnUE,0,239.99,0,0,0,Y,"6 Month Replacement Warranty",7,0,0,0,Y,Y,"Usually Ships in 1-2 Business Days",none,0,0,"Laboratory Equipment/ Lab 2",https://i.ebayimg.com/images/g/uY8AAOSw~UFkFnUE/s-l1600.jpg," ",https://i.ebayimg.com/thumbs/images/g/DEQAAOSwAx9kFnUG/s-l225.jpg,Y,https://i.ebayimg.com/thumbs/images/g/T~gAAOSwRq5kFnUI/s-l225.jpg," "," "," "," "," ",NEW,Y,0,"Default Tax Class"," ",N," "," "," "," "," "," "," "," "," "," "," "," ",N," "," "
Product,"Invacare Premier Comfort Full Body Sling for Patient Lifts, 500 lb. Weight Ca...",P," "," "," "," ",Right,https://www.ebay.com/itm/225515022590?hash=item3481be28fe:g:5bAAAOSwTh9kLx9u,0,208.99,0,0,0,Y,"6 Month Replacement Warranty",7,0,0,0,Y,Y,"Usually Ships in 1-2 Business Days",none,0,0,"Laboratory Equipment/ Lab 2",https://i.ebayimg.com/images/g/5bAAAOSwTh9kLx9u/s-l1600.jpg," ",https://i.ebayimg.com/thumbs/images/g/tpQAAOSwllxkLx9w/s-l225.jpg,Y,," "," "," "," "," ",NEW,Y,0,"Default Tax Class"," ",N," "," "," "," "," "," "," "," "," "," "," "," ",N," "," "
Product,"iLIVING USA Mobility Steerable Deluxe Knee Walker/Scooter with Basket, Adjust...",P," "," "," "," ",Right,https://www.ebay.com/itm/225615502536?hash=item3487bb5cc8:g:pqkAAOSwgydkh3tB,0,191.99,0,0,0,Y,"6 Month Replacement Warranty",7,0,0,0,Y,Y,"Usually Ships in 1-2 Business Days",none,0,0,"Laboratory Equipment/ Lab 2",https://i.ebayimg.com/images/g/pqkAAOSwgydkh3tB/s-l1600.jpg," ",https://i.ebayimg.com/thumbs/images/g/f6gAAOSwJINkh3tD/s-l225.jpg,Y,https://i.ebayimg.com/thumbs/images/g/EO8AAOSwiXRkh3tH/s-l225.jpg," "," "," "," "," ",NEW,Y,0,"Default Tax Class"," ",N," "," "," "," "," "," "," "," "," "," "," "," ",N," "," "
Product,"FHI Heat Platform Tourmaline Ceramic Pro Styler 1-Inch",P," "," "," "," ",Right,https://www.ebay.com/itm/224444034972?hash=item3441e82f9c:g:CdYAAOSwXfJf1ciP,0,159.99,0,0,0,Y,"6 Month Replacement Warranty",7,0,0,0,Y,Y,"Usually Ships in 1-2 Business Days",none,0,0,"Laboratory Equipment/ Lab 2",https://i.ebayimg.com/images/g/CdYAAOSwXfJf1ciP/s-l1600.jpg," ",https://i.ebayimg.com/thumbs/images/g/JacAAOSwaLBf1ciS/s-l225.jpg,Y,https://i.ebayimg.com/thumbs/images/g/57wAAOSwB8xf1ciW/s-l225.jpg," "," "," "," "," ",NEW,Y,0,"Default Tax Class"," ",N," "," "," "," "," "," "," "," "," "," "," "," ",N," "," "
